Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F	Signature G	Signature H	Signature I
Sample611	3.50E+01	8.63E+00	1.55E+01	8.22E+00	3.48E+01	8.21E+00	8.08E+00	1.17E+01	2.83E+01
Sample612	3.57E+01	8.89E+00	1.04E+01	1.38E+01	3.30E+01	1.36E+01	1.07E+01	1.16E+01	8.06E+00
Sample613	2.14E+01	9.51E+00	1.95E+01	1.43E+01	2.22E+01	9.18E+00	9.31E+00	2.33E+01	1.58E+01
Sample614	1.22E+01	1.23E+01	1.25E+01	2.58E+01	1.65E+01	2.08E+01	8.40E+00	1.60E+01	1.78E+01
Sample615	2.69E+01	5.34E+00	9.41E+00	6.92E+00	2.24E+01	8.36E+00	7.70E+00	1.24E+01	2.35E+01
Sample616	3.58E+01	9.02E+00	1.86E+01	8.22E+00	2.30E+01	7.11E+00	1.06E+01	1.64E+01	1.80E+01
Sample617	2.65E+01	1.91E+01	7.81E+00	1.19E+01	2.39E+01	1.77E+01	6.35E+00	2.27E+01	2.05E+01
Sample618	2.82E+01	3.98E+00	1.61E+01	6.40E+00	3.92E+01	1.12E+01	6.61E+00	7.47E+00	1.52E+01
Sample619	1.56E+01	5.61E+00	1.23E+01	1.27E+01	2.44E+01	9.21E+00	9.00E+00	1.31E+01	1.90E+01
Sample620	3.24E+01	6.00E+00	1.29E+01	7.51E+00	2.30E+01	9.81E+00	6.82E+00	1.80E+01	1.18E+01
Sample621	1.43E+01	1.00E+01	1.11E+01	1.01E+01	2.05E+01	9.23E+00	3.93E+00	1.56E+01	2.23E+01
Sample622	1.89E+01	4.38E+00	1.69E+01	9.93E+00	2.19E+01	7.90E+00	6.29E+00	1.52E+01	1.50E+01
Sample623	2.40E+01	7.83E+00	1.80E+01	1.93E+01	2.80E+01	6.20E+00	6.19E+00	1.58E+01	1.34E+01
Sample624	2.77E+01	1.22E+01	1.81E+01	1.32E+01	1.68E+01	2.81E+01	9.16E+00	2.24E+01	1.44E+01
Sample625	3.86E+01	8.07E+00	1.90E+01	2.06E+01	3.11E+01	8.84E+00	1.16E+01	2.01E+01	8.10E+00
Sample626	3.08E+01	8.52E+00	1.71E+01	1.34E+01	1.47E+01	6.94E+00	9.34E+00	2.08E+01	1.66E+01
Sample627	1.86E+01	3.41E+00	2.19E+01	1.41E+01	3.20E+01	1.48E+01	1.16E+01	1.83E+01	2.12E+01
Sample628	2.30E+01	1.27E+01	2.58E+01	1.60E+01	3.36E+01	1.89E+01	6.05E+00	1.09E+01	1.66E+01
Sample629	3.03E+01	1.33E+01	2.07E+01	8.13E+00	2.92E+01	1.26E+01	8.02E+00	1.26E+01	2.32E+01
Sample630	2.94E+01	9.49E+00	1.89E+01	1.14E+01	1.73E+01	2.19E+01	1.33E+01	6.30E+00	1.46E+01
Sample631	1.50E+01	5.15E+00	1.32E+01	9.82E+00	3.01E+01	1.05E+01	7.60E+00	1.26E+01	1.77E+01
Sample632	2.34E+01	1.24E+01	1.92E+01	1.34E+01	1.74E+01	1.24E+01	9.30E+00	2.42E+01	2.00E+01
Sample633	2.71E+01	1.59E+01	1.68E+01	1.10E+01	1.61E+01	2.20E+01	9.74E+00	2.70E+01	1.70E+01
Sample634	1.75E+01	1.55E+01	2.10E+01	1.34E+01	2.32E+01	2.44E+01	8.78E+00	2.25E+01	2.12E+01
Sample635	2.74E+01	7.98E+00	1.07E+01	1.21E+01	2.80E+01	8.58E+00	1.10E+01	1.61E+01	1.20E+01
Sample636	3.79E+01	8.30E+00	1.34E+01	1.12E+01	3.79E+01	6.02E+00	1.10E+01	1.71E+01	1.23E+01
Sample637	2.33E+01	3.43E+00	1.98E+01	1.46E+01	2.15E+01	5.38E+00	1.39E+01	2.74E+01	2.75E+01
Sample638	2.13E+01	8.09E+00	3.13E+00	8.97E+00	2.41E+01	1.37E+01	8.71E+00	1.64E+01	1.36E+01
Sample639	1.83E+01	1.41E+01	1.89E+01	8.65E+00	1.75E+01	6.68E+00	8.23E+00	2.15E+01	1.78E+01
Sample640	3.97E+01	1.40E+01	2.28E+01	8.85E+00	2.79E+01	1.63E+01	9.04E+00	1.99E+01	1.00E+01
Sample641	1.87E+01	1.32E+01	1.85E+01	8.93E+00	1.09E+01	1.32E+01	1.35E+01	2.26E+01	2.05E+01
Sample642	2.36E+01	9.03E+00	1.76E+01	8.86E+00	1.76E+01	1.32E+01	7.02E+00	1.30E+01	1.27E+01
Sample643	9.08E+00	9.70E+00	2.07E+01	1.44E+01	2.22E+01	2.92E+01	6.57E+00	1.58E+01	2.44E+01
Sample644	1.30E+01	1.43E+01	2.09E+01	1.48E+01	2.43E+01	1.26E+01	8.89E+00	2.05E+01	2.12E+01
Sample645	1.98E+01	6.25E+00	2.33E+01	8.21E+00	1.80E+01	9.98E+00	8.19E+00	1.84E+01	1.88E+01
Sample646	2.51E+01	2.35E+01	3.92E+01	2.16E+01	2.03E+01	1.80E+01	5.49E+00	2.51E+01	1.81E+01
Sample647	2.10E+01	1.31E+01	2.98E+01	1.31E+01	2.66E+01	2.50E+01	6.47E+00	2.51E+01	2.28E+01
Sample648	2.17E+01	1.07E+01	1.13E+01	6.92E+00	1.05E+01	1.46E+01	1.07E+01	1.67E+01	1.71E+01
Sample649	2.59E+01	4.22E+00	2.32E+01	1.07E+01	2.14E+01	4.64E+00	7.53E+00	1.27E+01	1.63E+01
Sample650	3.63E+01	3.12E+01	3.48E+01	2.31E+01	3.25E+01	1.01E+01	1.16E+01	2.73E+01	2.29E+01
Sample651	2.84E+01	8.76E+00	2.14E+01	6.68E+00	2.63E+01	6.27E+00	7.01E+00	1.55E+01	1.32E+01
Sample652	1.74E+01	2.15E+01	1.83E+01	1.26E+01	2.50E+01	1.05E+01	8.85E+00	3.24E+01	2.33E+01
Sample653	2.68E+01	1.25E+01	1.09E+01	1.12E+01	1.45E+01	5.50E+00	5.08E+00	2.67E+01	2.21E+01
Sample654	8.93E+00	1.23E+01	2.68E+01	1.28E+01	2.22E+01	2.48E+01	1.02E+01	3.23E+01	1.78E+01
Sample655	1.77E+01	6.70E+00	1.42E+01	9.15E+00	1.76E+01	6.48E+00	1.30E+01	1.19E+01	1.99E+01
Sample656	2.50E+01	7.50E+00	1.13E+01	8.15E+00	3.13E+01	1.03E+01	7.31E+00	1.91E+01	1.74E+01
Sample657	1.36E+01	8.37E+00	1.90E+01	1.38E+01	2.73E+01	1.16E+01	5.33E+00	2.30E+01	3.40E+01
Sample658	2.64E+01	9.55E+00	4.29E+01	2.34E+01	3.90E+01	1.28E+01	1.17E+01	3.10E+01	2.45E+01
Sample659	2.61E+01	4.81E+00	2.24E+01	1.23E+01	1.48E+01	1.20E+01	1.69E+01	1.93E+01	1.93E+01
Sample660	3.08E+01	3.54E+01	3.55E+01	1.02E+01	1.78E+01	8.27E+00	1.39E+01	3.57E+01	1.12E+01
Sample661	2.19E+01	1.35E+01	1.55E+01	9.59E+00	1.76E+01	2.12E+01	7.49E+00	2.56E+01	2.15E+01
Sample662	1.94E+01	7.31E+00	1.88E+01	4.76E+00	2.65E+01	2.58E+01	6.16E+00	3.46E+01	1.97E+01
Sample663	2.28E+01	1.28E+01	1.36E+01	1.28E+01	2.79E+01	1.23E+01	7.36E+00	1.00E+01	1.73E+01
Sample664	3.29E+01	4.85E+00	1.98E+01	9.90E+00	2.38E+01	9.73E+00	1.00E+01	1.64E+01	1.82E+01
Sample665	1.68E+01	6.21E+00	2.03E+01	1.50E+01	2.32E+01	1.98E+01	1.28E+01	2.19E+01	1.43E+01
Sample666	3.09E+01	1.56E+01	2.29E+01	9.91E+00	1.68E+01	1.33E+01	1.08E+01	2.28E+01	9.96E+00
Sample667	1.92E+01	8.24E+00	3.25E+01	2.08E+01	2.28E+01	1.16E+01	1.04E+01	2.16E+01	1.31E+01
Sample668	3.49E+01	1.09E+01	1.84E+01	1.03E+01	2.40E+01	6.14E+00	1.09E+01	1.63E+01	2.02E+01
Sample669	2.30E+01	3.76E+00	3.02E+01	1.85E+01	1.77E+01	2.48E+01	4.39E+00	1.46E+01	8.23E+00
Sample670	2.27E+01	1.43E+01	3.17E+01	1.58E+01	2.50E+01	2.75E+00	1.29E+01	1.43E+01	1.69E+01
Sample671	3.04E+01	1.04E+01	1.45E+01	4.30E+00	1.66E+01	1.83E+01	8.42E+00	2.80E+01	1.21E+01
Sample672	1.58E+01	5.50E+00	2.43E+01	1.37E+01	1.78E+01	6.93E+00	6.51E+00	1.53E+01	1.21E+01
Sample673	2.94E+01	5.66E+00	1.55E+01	1.06E+01	1.77E+01	5.54E+00	8.11E+00	1.79E+01	1.84E+01
Sample674	2.75E+01	6.59E+00	1.74E+01	1.89E+01	1.75E+01	1.89E+01	6.21E+00	1.43E+01	1.81E+01
Sample675	2.30E+01	7.82E+00	2.08E+01	1.06E+01	1.97E+01	6.84E+00	7.90E+00	1.41E+01	1.27E+01
Sample676	1.73E+01	7.40E+00	3.47E+01	1.86E+01	2.25E+01	1.10E+01	6.15E+00	1.11E+01	1.83E+01
Sample677	2.38E+01	8.88E+00	2.05E+01	1.19E+01	1.67E+01	1.39E+01	1.31E+01	2.42E+01	1.62E+01
Sample678	2.34E+01	5.71E+00	2.18E+01	1.61E+01	3.13E+01	1.02E+01	8.48E+00	1.66E+01	1.58E+01
Sample679	1.63E+01	1.20E+01	3.00E+01	1.65E+01	2.40E+01	1.18E+01	1.03E+01	1.80E+01	2.55E+01
Sample680	2.83E+01	7.41E+00	1.33E+01	4.75E+00	1.69E+01	4.64E+00	4.14E+00	1.13E+01	1.36E+01
Sample681	1.80E+01	7.01E+00	1.95E+01	8.09E+00	2.48E+01	8.53E+00	8.29E+00	1.08E+01	2.29E+01
Sample682	1.99E+01	5.12E+00	2.16E+01	6.65E+00	2.33E+01	8.74E+00	8.11E+00	1.26E+01	2.64E+01
Sample683	3.74E+01	6.58E+00	1.11E+01	6.69E+00	1.98E+01	1.05E+01	9.79E+00	1.43E+01	1.63E+01
Sample684	2.43E+01	5.14E+00	1.34E+01	6.80E+00	1.88E+01	1.34E+01	8.00E+00	1.48E+01	2.35E+01
Sample685	2.34E+01	1.97E+01	3.31E+01	1.93E+01	1.78E+01	1.51E+01	1.19E+01	3.03E+01	1.18E+01
Sample686	1.72E+01	3.70E+00	2.53E+01	8.83E+00	2.69E+01	8.47E+00	1.25E+01	7.42E+00	1.20E+01
Sample687	2.71E+01	8.10E+00	1.80E+01	1.23E+01	1.63E+01	7.86E+00	9.69E+00	1.31E+01	1.05E+01
Sample688	2.64E+01	8.95E+00	1.69E+01	1.08E+01	2.26E+01	9.57E+00	8.74E+00	1.31E+01	1.95E+01
Sample689	2.23E+01	4.21E+00	1.47E+01	7.87E+00	2.19E+01	5.58E+00	1.16E+01	1.12E+01	2.14E+01
Sample690	2.23E+01	2.53E+01	2.20E+01	8.79E+00	1.55E+01	1.37E+01	1.32E+01	2.95E+01	1.56E+01
Sample691	1.39E+01	1.21E+01	1.63E+01	7.93E+00	1.46E+01	1.02E+01	1.42E+01	2.25E+01	1.71E+01
Sample692	1.82E+01	1.48E+01	2.27E+01	1.90E+01	2.80E+01	1.24E+01	9.76E+00	2.91E+01	1.63E+01
Sample693	3.95E+01	1.15E+01	1.89E+01	6.22E+00	3.08E+01	8.98E+00	1.03E+01	1.48E+01	2.24E+01
Sample694	3.84E+01	9.43E+00	1.32E+01	5.69E+00	4.17E+01	4.95E+00	5.88E+00	9.25E+00	1.52E+01
Sample695	2.41E+01	5.75E+00	1.75E+01	1.11E+01	2.08E+01	4.66E+00	1.11E+01	1.90E+01	1.74E+01
Sample696	1.92E+01	6.01E+00	9.42E+00	1.23E+01	2.62E+01	8.33E+00	9.43E+00	1.92E+01	2.64E+01
Sample697	1.87E+01	6.62E+00	2.75E+01	1.03E+01	2.72E+01	1.73E+01	1.05E+01	1.98E+01	9.09E+00
Sample698	2.56E+01	1.33E+01	1.39E+01	1.21E+01	2.33E+01	1.30E+01	6.41E+00	1.93E+01	1.47E+01
Sample699	1.71E+01	1.71E+01	1.50E+01	1.03E+01	1.63E+01	1.91E+01	4.48E+00	2.69E+01	1.87E+01
Sample700	1.50E+01	1.57E+01	2.68E+01	8.65E+00	1.92E+01	1.91E+01	1.59E+01	1.82E+01	2.53E+01
Sample701	2.39E+01	6.51E+00	1.63E+01	9.18E+00	3.11E+01	1.01E+01	9.48E+00	1.07E+01	1.46E+01
Sample702	2.84E+01	8.76E+00	1.79E+01	8.92E+00	3.43E+01	7.17E+00	7.06E+00	1.59E+01	1.84E+01
Sample703	8.14E+00	7.54E+00	1.27E+01	1.50E+01	2.41E+01	1.21E+01	5.92E+00	1.57E+01	2.68E+01
Sample704	2.34E+01	1.25E+01	1.36E+01	1.48E+01	1.86E+01	8.15E+00	1.15E+01	1.45E+01	2.42E+01
Sample705	1.17E+01	8.95E+00	2.53E+01	1.00E+01	1.85E+01	1.94E+01	1.06E+01	1.41E+01	1.24E+01
Sample706	1.98E+01	5.56E+00	1.52E+01	1.01E+01	1.58E+01	1.26E+01	5.73E+00	1.56E+01	1.89E+01
Sample707	2.24E+01	9.40E+00	2.49E+01	1.10E+01	2.54E+01	7.62E+00	6.82E+00	1.48E+01	1.35E+01
Sample708	1.17E+01	1.11E+01	2.19E+01	9.95E+00	2.76E+01	1.74E+01	5.90E+00	1.36E+01	1.67E+01
Sample709	5.37E+00	9.62E+00	2.05E+01	1.27E+01	1.78E+01	7.55E+00	1.15E+01	3.24E+01	1.95E+01
Sample710	2.29E+01	5.70E+00	2.06E+01	1.25E+01	2.28E+01	6.90E+00	7.44E+00	1.81E+01	2.29E+01
Sample711	2.55E+01	1.30E+01	1.95E+01	9.81E+00	2.46E+01	1.67E+01	6.96E+00	1.46E+01	1.36E+01
Sample712	1.62E+01	1.23E+00	2.48E+01	1.78E+01	4.68E+00	9.59E+00	1.58E+01	2.46E+01	1.32E+01
Sample713	2.69E+01	7.06E+00	1.44E+01	7.08E+00	2.27E+01	1.11E+01	4.99E+00	1.26E+01	1.54E+01
Sample714	1.86E+01	1.10E+01	3.38E+01	1.08E+01	2.30E+01	2.25E+01	1.19E+01	2.34E+01	2.66E+01
Sample715	1.80E+01	9.33E+00	6.25E+00	8.46E+00	3.01E+01	1.43E+01	6.87E+00	1.59E+01	2.17E+01
Sample716	2.11E+01	6.89E+00	1.25E+01	1.19E+01	3.53E+01	5.26E+00	1.16E+01	1.41E+01	1.47E+01
Sample717	2.27E+01	1.47E+01	3.77E+01	1.39E+01	2.46E+01	2.22E+00	8.33E+00	1.85E+01	2.43E+01
Sample718	2.11E+01	1.03E+01	1.63E+01	1.13E+01	1.42E+01	2.83E+01	8.79E+00	2.10E+01	2.27E+01
Sample719	1.35E+01	1.85E+01	3.45E+01	1.90E+01	2.51E+01	1.58E+01	1.26E+01	1.70E+01	2.29E+01
Sample720	2.52E+01	9.49E+00	1.36E+01	7.77E+00	1.59E+01	7.37E+00	3.93E+00	1.57E+01	1.62E+01
Sample721	3.22E+01	9.72E+00	1.54E+01	1.12E+01	3.39E+01	7.95E+00	6.92E+00	1.49E+01	1.28E+01
Sample722	2.62E+01	1.64E+01	1.96E+01	1.40E+01	1.70E+01	1.70E+01	6.08E+00	1.22E+01	1.75E+01
Sample723	1.46E+01	1.53E+01	1.67E+01	1.36E+01	1.44E+01	7.67E+00	1.08E+01	2.38E+01	1.67E+01
Sample724	3.06E+01	4.95E+00	1.38E+01	1.39E+01	2.22E+01	6.40E+00	1.02E+01	8.25E+00	1.07E+01
Sample725	5.15E+00	1.11E+01	1.83E+01	9.88E+00	1.53E+01	1.83E+01	8.54E+00	2.38E+01	1.55E+01
Sample726	1.67E+01	2.34E+01	2.20E+01	9.24E+00	2.00E+01	3.21E+01	1.19E+01	2.67E+01	1.96E+01
Sample727	2.99E+01	5.54E+00	1.46E+01	9.99E+00	2.35E+01	1.03E+01	8.28E+00	1.93E+01	1.54E+01
Sample728	1.31E+01	6.32E+00	1.41E+01	1.07E+01	1.81E+01	1.37E+01	3.78E+00	1.99E+01	1.04E+01
Sample729	2.47E+01	1.33E+01	1.89E+01	1.39E+01	1.52E+01	9.95E+00	1.12E+01	2.21E+01	1.79E+01
Sample730	2.36E+01	7.95E+00	1.65E+01	1.15E+01	1.41E+01	2.48E+01	1.17E+01	2.59E+01	1.97E+01
Sample731	3.71E+01	1.37E+01	1.60E+01	1.01E+01	1.65E+01	2.68E+01	7.77E+00	2.09E+01	1.54E+01
Sample732	1.87E+01	4.53E+00	1.72E+01	9.59E+00	2.03E+01	1.09E+01	5.25E+00	1.74E+01	1.98E+01
Sample733	2.04E+01	6.18E+00	1.43E+01	7.77E+00	1.62E+01	1.14E+01	9.33E+00	1.53E+01	1.39E+01
Sample734	4.39E+01	1.15E+01	2.39E+01	5.57E+00	2.63E+01	1.55E+01	7.68E+00	1.22E+01	2.02E+01
Sample735	1.71E+01	7.77E+00	1.64E+01	1.59E+01	1.62E+01	7.44E+00	7.15E+00	3.02E+01	2.00E+01
Sample736	2.46E+01	5.35E+00	1.42E+01	9.37E+00	1.07E+01	6.76E+00	9.33E+00	1.10E+01	1.51E+01
Sample737	2.71E+01	1.02E+01	2.50E+01	1.48E+01	3.36E+01	1.94E+01	1.88E+01	2.05E+01	2.59E+01
Sample738	3.04E+01	2.76E+01	3.86E+01	1.60E+01	1.87E+01	1.08E+01	7.95E+00	2.84E+01	1.63E+01
Sample739	2.19E+01	1.02E+01	8.89E+00	9.40E+00	2.10E+01	9.13E+00	8.73E+00	1.53E+01	8.83E+00
Sample740	1.03E+01	5.98E+00	1.46E+01	1.49E+01	1.14E+01	9.80E+00	5.12E+00	1.29E+01	1.30E+01
Sample741	3.73E+01	8.27E+00	9.58E+00	9.60E+00	3.17E+01	9.14E+00	9.73E+00	4.85E+00	1.73E+01
Sample742	1.68E+01	9.54E+00	2.58E+01	1.29E+01	2.55E+01	2.06E+01	5.57E+00	1.51E+01	1.03E+01
Sample743	2.10E+01	8.05E+00	2.26E+01	1.46E+01	2.75E+01	7.77E+00	1.09E+01	2.99E+01	2.42E+01
Sample744	2.66E+01	8.97E+00	2.09E+01	7.86E+00	1.54E+01	1.11E+01	1.06E+01	1.39E+01	2.01E+01
Sample745	3.42E+01	1.37E+01	1.90E+01	6.28E+00	2.64E+01	1.30E+01	1.10E+01	1.12E+01	1.17E+01
Sample746	1.30E+01	1.35E+01	1.88E+01	8.30E+00	2.22E+01	9.14E+00	4.13E+00	1.51E+01	2.44E+01
Sample747	1.57E+01	2.39E+01	3.57E+01	1.28E+01	1.01E+01	1.03E+01	1.43E+01	3.41E+01	2.54E+01
Sample748	2.16E+01	7.93E+00	1.86E+01	9.75E+00	2.34E+01	2.79E+01	1.41E+01	3.18E+01	1.67E+01
Sample749	2.18E+01	4.77E+00	9.57E+00	1.46E+01	2.18E+01	8.42E+00	8.40E+00	1.24E+01	2.07E+01
Sample750	2.69E+01	1.45E+01	2.13E+01	1.33E+01	1.90E+01	2.14E+01	1.20E+01	2.02E+01	2.21E+01
Sample751	2.77E+01	9.21E+00	1.92E+01	8.73E+00	2.39E+01	5.43E+00	5.59E+00	1.01E+01	6.32E+00
Sample752	1.28E+01	1.10E+01	4.38E+01	1.82E+01	2.44E+01	2.91E+00	7.75E+00	1.90E+01	2.71E+01
Sample753	3.31E+01	1.05E+01	1.16E+01	8.70E+00	3.40E+01	8.72E+00	1.02E+01	1.52E+01	1.01E+01
Sample754	1.85E+01	1.24E+01	1.70E+01	1.12E+01	2.07E+01	9.58E+00	6.37E+00	1.23E+01	1.26E+01
Sample755	3.05E+01	3.53E+00	8.46E+00	6.21E+00	2.72E+01	6.33E+00	6.83E+00	1.26E+01	1.52E+01
Sample756	2.99E+01	9.44E+00	1.59E+01	9.50E+00	2.43E+01	5.35E+00	8.88E+00	1.30E+01	1.41E+01
Sample757	2.36E+01	1.83E+01	1.92E+01	1.15E+01	2.97E+01	2.51E+01	1.59E+01	2.05E+01	2.08E+01
Sample758	1.70E+01	1.95E+01	2.32E+01	1.13E+01	9.37E+00	2.12E+01	1.38E+01	2.86E+01	1.99E+01
Sample759	1.58E+01	8.65E+00	2.35E+01	8.97E+00	2.35E+01	8.32E+00	6.19E+00	1.39E+01	2.38E+01
Sample760	1.51E+01	1.15E+01	1.94E+01	1.31E+01	2.05E+01	9.89E+00	8.50E+00	1.77E+01	1.53E+01
Sample761	2.80E+01	1.22E+01	2.08E+01	1.13E+01	3.72E+01	9.77E+00	1.72E+01	1.19E+01	1.67E+01
Sample762	2.35E+01	9.64E+00	9.75E+00	9.39E+00	3.08E+01	9.63E+00	8.91E+00	1.39E+01	7.44E+00
Sample763	3.08E+01	1.43E+01	1.67E+01	7.02E+00	3.04E+01	1.04E+01	9.13E+00	1.12E+01	1.35E+01
Sample764	1.38E+01	9.56E+00	2.30E+01	1.25E+01	2.30E+01	1.90E+01	1.33E+01	2.71E+01	2.09E+01
Sample765	2.68E+01	5.71E+00	1.23E+01	1.23E+01	2.27E+01	3.88E+00	3.67E+00	1.46E+01	2.00E+01
Sample766	2.46E+01	7.50E+00	1.14E+01	1.06E+01	3.51E+01	7.57E+00	7.24E+00	1.35E+01	1.92E+01
Sample767	2.21E+01	1.66E+01	1.72E+01	1.04E+01	3.13E+01	1.10E+01	1.17E+01	1.39E+01	2.05E+01
Sample768	1.86E+01	1.45E+01	2.52E+01	1.36E+01	1.07E+01	9.84E+00	1.10E+01	2.42E+01	1.55E+01
Sample769	1.91E+01	5.23E+00	2.00E+01	1.26E+01	2.96E+01	1.39E+01	7.60E+00	2.10E+01	2.38E+01
Sample770	3.18E+01	6.72E+00	1.82E+01	1.32E+01	3.38E+01	5.41E+00	5.74E+00	2.16E+01	1.83E+01
Sample771	3.04E+01	5.41E+00	1.87E+01	8.14E+00	1.96E+01	8.60E+00	7.66E+00	1.47E+01	2.21E+01
Sample772	2.44E+01	9.83E+00	9.42E+00	1.36E+01	2.58E+01	3.89E+00	7.21E+00	1.51E+01	1.69E+01
Sample773	3.17E+01	4.36E+00	1.21E+01	8.68E+00	2.49E+01	1.60E+01	7.80E+00	1.12E+01	1.96E+01
Sample774	1.86E+01	6.75E+00	1.26E+01	1.30E+01	2.58E+01	7.48E+00	5.73E+00	2.35E+01	9.49E+00
Sample775	3.15E+01	1.18E+01	2.12E+01	1.47E+01	2.66E+01	1.16E+01	1.51E+01	1.53E+01	2.58E+01
Sample776	1.81E+01	1.24E+01	3.98E+01	1.74E+01	1.70E+01	4.23E+00	1.01E+01	1.52E+01	3.16E+01
Sample777	2.23E+01	1.40E+01	2.57E+01	8.63E+00	1.64E+01	1.01E+01	1.28E+01	8.10E+00	8.90E+00
Sample778	2.42E+01	1.23E+01	2.06E+01	6.80E+00	2.85E+01	1.46E+01	1.06E+01	2.86E+01	1.58E+01
Sample779	2.41E+01	1.61E+01	1.97E+01	1.13E+01	1.75E+01	2.57E+01	1.11E+01	3.46E+01	1.45E+01
Sample780	1.53E+01	9.71E+00	2.02E+01	7.62E+00	1.60E+01	8.78E+00	6.97E+00	1.23E+01	1.43E+01
Sample781	2.51E+01	7.45E+00	2.07E+01	6.29E+00	3.24E+01	1.82E+01	7.68E+00	1.89E+01	1.84E+01
Sample782	3.02E+01	4.71E+00	1.33E+01	6.80E+00	3.66E+01	4.92E+00	8.75E+00	1.41E+01	1.89E+01
Sample783	2.76E+01	7.16E+00	1.24E+01	9.25E+00	2.47E+01	1.27E+01	8.97E+00	1.69E+01	1.49E+01
Sample784	1.72E+01	6.13E+00	2.47E+01	1.50E+01	2.57E+01	2.74E+01	7.47E+00	2.21E+01	1.07E+01
Sample785	2.25E+01	6.97E+00	2.53E+01	8.45E+00	2.58E+01	8.82E+00	8.09E+00	1.44E+01	2.28E+01
Sample786	1.98E+01	1.15E+01	1.33E+01	8.37E+00	1.93E+01	4.78E+00	1.02E+01	1.45E+01	2.23E+01
Sample787	2.43E+01	7.71E+00	1.51E+01	9.89E+00	1.19E+01	1.31E+01	8.38E+00	1.25E+01	1.14E+01
Sample788	2.45E+01	8.84E+00	1.62E+01	1.04E+01	2.16E+01	2.30E+01	1.05E+01	2.96E+01	2.53E+01
Sample789	3.39E+01	9.85E+00	1.84E+01	9.56E+00	2.61E+01	3.28E+01	1.14E+01	2.67E+01	2.84E+01
Sample790	2.37E+01	8.63E+00	1.61E+01	1.33E+01	2.86E+01	8.89E+00	4.55E+00	2.17E+01	1.80E+01
Sample791	3.07E+01	7.05E+00	2.13E+01	1.18E+01	2.79E+01	7.39E+00	1.14E+01	3.08E+01	1.66E+01
Sample792	1.61E+01	1.19E+01	1.50E+01	1.24E+01	1.79E+01	1.20E+01	1.47E+01	1.22E+01	1.56E+01
Sample793	1.15E+01	1.54E+01	5.31E+01	2.53E+01	2.10E+01	1.29E+01	1.60E+01	3.43E+01	4.33E+01
Sample794	4.06E+01	1.29E+01	1.80E+01	1.11E+01	4.15E+01	1.25E+01	9.43E+00	6.27E+00	1.10E+01
Sample795	2.61E+01	1.44E+01	2.01E+01	1.45E+01	2.93E+01	1.11E+01	9.93E+00	1.79E+01	1.72E+01
Sample796	2.72E+01	1.01E+01	1.58E+01	1.16E+01	2.46E+01	1.66E+01	1.04E+01	1.38E+01	1.46E+01
Sample797	3.28E+01	5.63E+00	1.24E+01	9.40E+00	2.83E+01	1.26E+01	7.69E+00	1.70E+01	1.37E+01
Sample798	2.50E+01	1.63E+01	3.22E+01	1.64E+01	3.07E+01	2.92E+01	1.21E+01	2.55E+01	2.50E+01
Sample799	2.48E+01	1.53E+01	1.90E+01	7.53E+00	1.55E+01	2.42E+01	9.58E+00	4.11E+01	8.58E+00
Sample800	1.81E+01	1.06E+01	1.36E+01	9.71E+00	2.26E+01	1.06E+01	6.53E+00	1.87E+01	1.29E+01
Sample801	3.68E+01	5.23E+00	1.41E+01	9.80E+00	2.41E+01	7.63E+00	7.39E+00	1.56E+01	2.45E+01
Sample802	1.77E+01	2.23E+01	2.99E+01	1.01E+01	1.31E+01	1.15E+01	8.84E+00	1.66E+01	2.05E+01
Sample803	2.05E+01	9.81E+00	1.39E+01	9.34E+00	3.19E+01	1.12E+01	8.13E+00	9.11E+00	9.26E+00
Sample804	2.12E+01	8.00E+00	8.36E+00	9.30E+00	3.18E+01	8.84E+00	4.98E+00	1.51E+01	1.08E+01
Sample805	2.80E+01	6.57E+00	1.40E+01	1.39E+01	1.82E+01	1.16E+01	9.76E+00	1.31E+01	1.49E+01
Sample806	3.20E+01	6.64E+00	1.39E+01	1.11E+01	2.48E+01	1.09E+01	8.54E+00	2.26E+01	1.69E+01
Sample807	3.15E+01	7.26E+00	1.57E+01	1.57E+01	3.03E+01	1.31E+01	1.09E+01	1.46E+01	1.83E+01
Sample808	1.98E+01	7.19E+00	1.37E+01	9.95E+00	1.89E+01	1.88E+01	1.06E+01	2.35E+01	1.69E+01
Sample809	2.30E+01	6.97E+00	2.58E+01	6.46E+00	1.25E+01	2.28E+01	8.80E+00	2.98E+01	9.11E+00
Sample810	1.81E+01	7.04E+00	1.61E+01	1.01E+01	1.26E+01	9.44E+00	8.33E+00	1.61E+01	1.89E+01
Sample811	2.86E+01	7.09E+00	1.71E+01	1.19E+01	2.53E+01	9.50E+00	7.98E+00	1.29E+01	8.97E+00
Sample812	2.77E+01	5.82E+00	1.33E+01	9.55E+00	2.37E+01	1.10E+01	1.18E+01	2.44E+01	2.25E+01
Sample813	2.43E+01	9.06E+00	1.86E+01	7.96E+00	1.73E+01	1.05E+01	4.59E+00	1.16E+01	1.85E+01
Sample814	2.26E+01	6.95E+00	1.46E+01	8.66E+00	2.37E+01	1.19E+01	9.47E+00	1.40E+01	1.22E+01
Sample815	3.08E+01	7.95E+00	1.61E+01	1.05E+01	2.30E+01	8.85E+00	1.05E+01	1.13E+01	1.58E+01
