Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F
Sample889	3.41E+01	1.57E+01	4.39E+01	1.90E+01	4.70E+01	1.62E+01
Sample890	2.51E+01	1.07E+01	1.66E+01	9.21E+00	7.76E+00	1.68E+01
Sample891	7.26E+00	9.21E+00	9.13E+00	1.96E+01	1.29E+01	1.30E+01
Sample892	2.27E+01	7.31E+00	1.19E+01	2.04E+01	7.22E+00	1.79E+01
Sample893	1.85E+01	1.85E+01	1.00E+01	1.97E+01	1.47E+01	2.73E+01
Sample894	2.58E+01	1.42E+01	3.11E+01	1.72E+01	1.33E+01	2.35E+01
Sample895	2.69E+01	3.35E+01	1.06E+01	1.75E+01	3.48E+01	2.23E+01
Sample896	4.13E+01	1.62E+01	3.99E+01	3.33E+01	5.15E+01	2.06E+01
Sample897	2.11E+01	9.78E+00	1.44E+01	1.51E+01	5.07E+00	1.73E+01
Sample898	5.49E+00	3.53E+01	3.06E+01	6.21E+01	6.96E+01	2.98E+01
Sample899	1.87E+01	1.44E+01	1.20E+01	2.47E+01	8.69E+00	2.51E+01
Sample900	3.87E+01	1.23E+01	3.90E+01	2.34E+01	5.57E+01	2.30E+01
Sample901	2.14E+01	1.19E+01	1.47E+01	1.54E+01	8.06E+00	1.52E+01
Sample902	2.40E+01	1.07E+01	8.38E+00	1.70E+01	1.00E+01	2.28E+01
Sample903	2.32E+01	1.65E+01	1.89E+01	1.64E+01	9.56E+00	1.93E+01
Sample904	2.09E+01	6.64E+00	7.26E+00	2.22E+01	1.48E+01	1.80E+01
Sample905	1.01E+01	1.26E+01	1.11E+01	3.52E+01	2.73E+01	2.17E+01
Sample906	1.73E+01	1.19E+01	1.67E+01	2.15E+01	2.04E+01	3.69E+01
Sample907	1.26E+01	8.39E+00	1.40E+01	2.03E+01	1.29E+01	1.80E+01
Sample908	1.32E+01	7.11E+00	2.01E+01	1.90E+01	2.06E+01	1.49E+01
Sample909	1.67E+01	1.06E+01	2.45E+01	1.34E+01	8.53E+00	1.01E+01
Sample910	4.05E+01	2.87E+01	5.50E+01	3.17E+01	3.99E+01	1.80E+01
Sample911	7.00E+00	1.11E+01	9.54E+00	2.87E+01	1.30E+01	2.89E+01
Sample912	5.83E+00	9.29E+00	1.69E+01	1.82E+01	1.19E+01	2.06E+01
Sample913	3.69E+01	1.65E+01	4.15E+01	2.61E+01	4.17E+01	3.16E+01
Sample914	1.99E+01	8.52E+00	2.74E+01	1.82E+01	2.84E+01	2.83E+01
Sample915	1.59E+01	7.77E+00	1.27E+01	1.07E+01	1.88E+01	1.97E+01
Sample916	2.95E+01	3.64E+01	2.08E+01	3.59E+01	3.60E+01	2.23E+01
Sample917	2.65E+01	1.67E+01	3.50E+01	1.68E+01	1.34E+01	2.38E+01
Sample918	1.74E+01	8.43E+00	1.46E+01	2.47E+01	7.96E+00	1.46E+01
Sample919	2.59E+01	3.58E+01	1.32E+01	2.58E+01	3.67E+01	2.46E+01
Sample920	3.36E+01	1.42E+01	4.69E+01	2.35E+01	4.94E+01	2.18E+01
Sample921	1.40E+01	1.40E+01	3.70E+01	1.64E+01	2.76E+01	1.44E+01
Sample922	2.93E+01	1.55E+01	2.13E+01	1.39E+01	1.02E+01	2.14E+01
Sample923	2.01E+01	1.09E+01	1.76E+01	2.72E+01	8.86E+00	2.38E+01
Sample924	2.30E+01	1.09E+01	1.85E+01	2.70E+01	2.13E+01	2.20E+01
Sample925	1.88E+01	1.14E+01	2.34E+01	1.89E+01	1.59E+01	1.22E+01
Sample926	1.95E+01	8.92E+00	1.92E+01	1.87E+01	1.57E+01	2.77E+01
Sample927	1.82E+01	1.10E+01	1.75E+01	2.07E+01	1.32E+01	2.27E+01
Sample928	4.51E+01	1.88E+01	5.19E+01	3.49E+01	5.36E+01	1.34E+01
Sample929	2.68E+01	1.70E+01	1.90E+01	1.90E+01	1.13E+01	2.31E+01
Sample930	3.08E+01	1.52E+01	1.96E+01	1.55E+01	1.60E+01	2.15E+01
Sample931	3.76E+01	6.55E+00	1.61E+01	4.05E+01	1.56E+01	2.20E+01
Sample932	1.70E+01	1.56E+01	1.40E+01	1.93E+01	1.89E+01	1.90E+01
Sample933	2.89E+01	2.69E+01	1.35E+01	6.07E+00	1.97E+01	2.78E+01
Sample934	1.23E+01	2.73E+01	2.06E+01	4.99E+01	5.49E+01	1.83E+01
Sample935	1.33E+01	1.09E+01	1.80E+01	1.38E+01	9.15E+00	2.21E+01
Sample936	3.03E+01	1.50E+01	1.88E+01	1.25E+01	1.35E+01	2.28E+01
Sample937	2.28E+01	2.69E+01	1.37E+01	2.65E+01	3.12E+01	1.72E+01
Sample938	1.33E+01	8.34E+00	1.36E+01	1.63E+01	1.73E+01	1.27E+01
Sample939	1.38E+01	1.03E+01	1.73E+01	1.11E+01	9.85E+00	1.97E+01
Sample940	2.52E+01	3.16E+01	2.62E+01	2.08E+01	3.74E+01	2.88E+01
Sample941	5.17E+01	9.02E+00	1.37E+01	3.42E+01	8.87E+00	1.47E+01
Sample942	2.65E+01	2.26E+01	1.48E+01	1.92E+01	1.96E+01	2.38E+01
Sample943	4.26E+01	5.32E+00	5.48E+01	3.44E+01	5.93E+01	1.63E+01
Sample944	2.24E+01	1.14E+01	9.84E+00	1.79E+01	1.76E+01	2.60E+01
Sample945	7.91E+00	1.41E+01	1.68E+01	1.50E+01	1.02E+01	1.96E+01
Sample946	2.82E+01	3.19E+01	2.52E+01	2.35E+01	4.31E+01	2.65E+01
Sample947	2.90E+01	3.76E+01	1.21E+01	2.47E+01	4.90E+01	2.71E+01
Sample948	1.59E+01	1.17E+01	1.72E+01	2.44E+01	1.80E+01	2.46E+01
Sample949	2.44E+01	1.32E+01	2.36E+01	1.66E+01	1.63E+01	1.27E+01
Sample950	3.94E+01	1.00E+01	1.59E+01	2.60E+01	9.70E+00	2.25E+01
Sample951	1.26E+01	1.51E+01	8.46E+00	1.84E+01	1.02E+01	2.03E+01
Sample952	1.99E+01	2.56E+01	1.50E+01	3.18E+01	4.09E+01	1.32E+01
Sample953	8.80E+00	1.55E+01	7.92E+00	1.61E+01	1.56E+01	1.66E+01
Sample954	2.73E+01	1.19E+01	1.68E+01	1.96E+01	1.54E+01	3.29E+01
Sample955	1.31E+01	9.66E+00	2.35E+01	2.33E+01	1.17E+01	1.19E+01
Sample956	2.22E+01	1.16E+01	1.78E+01	1.59E+01	8.39E+00	1.58E+01
Sample957	3.62E+01	8.63E+00	4.71E+01	2.90E+01	4.55E+01	2.09E+01
Sample958	1.44E+01	1.44E+01	1.46E+01	1.04E+01	3.14E+01	1.85E+01
Sample959	2.06E+01	8.48E+00	2.02E+01	2.03E+01	1.80E+01	1.87E+01
Sample960	2.21E+01	2.17E+01	2.62E+01	2.60E+01	3.22E+01	2.11E+01
Sample961	1.25E+01	1.38E+01	1.76E+01	1.72E+01	1.62E+01	1.57E+01
Sample962	1.86E+01	1.09E+01	1.74E+01	2.39E+01	1.35E+01	1.93E+01
Sample963	1.94E+01	9.48E+00	2.16E+01	2.87E+01	8.99E+00	1.50E+01
Sample964	4.16E+01	7.85E+00	1.50E+01	2.68E+01	7.88E+00	2.47E+01
Sample965	4.00E+01	1.30E+01	4.33E+01	3.12E+01	4.79E+01	1.71E+01
Sample966	3.03E+01	8.68E+00	4.00E+01	1.56E+01	5.01E+01	1.64E+01
Sample967	1.29E+01	9.20E+00	2.65E+01	1.88E+01	1.49E+01	1.87E+01
Sample968	5.68E+01	2.31E+01	6.41E+01	4.04E+01	4.85E+01	1.36E+01
Sample969	1.80E+01	2.25E+01	2.51E+01	2.08E+01	1.61E+01	2.60E+01
Sample970	5.32E+01	6.47E+00	6.49E+01	3.47E+01	6.94E+01	1.65E+01
Sample971	9.34E+00	3.42E+01	1.88E+01	6.52E+01	6.91E+01	2.65E+01
Sample972	1.89E+01	2.03E+01	2.85E+01	1.98E+01	1.35E+01	2.13E+01
Sample973	4.67E+01	7.11E+00	1.29E+01	3.02E+01	1.37E+01	2.33E+01
Sample974	1.76E+01	1.14E+01	1.55E+01	1.54E+01	1.29E+01	1.01E+01
Sample975	4.41E+01	5.75E+00	1.08E+01	2.83E+01	1.52E+01	3.05E+01
Sample976	5.51E+01	1.32E+01	6.51E+01	2.08E+01	5.93E+01	1.80E+01
Sample977	7.40E+00	1.99E+01	2.47E+01	2.76E+01	1.81E+01	1.22E+01
Sample978	1.55E+01	1.45E+01	1.69E+01	1.16E+01	1.68E+01	1.54E+01
Sample979	8.46E+00	1.88E+01	1.93E+01	1.35E+01	2.01E+01	2.09E+01
Sample980	1.91E+01	1.56E+01	2.48E+01	3.58E+01	1.51E+01	2.25E+01
Sample981	1.12E+01	9.17E+00	1.77E+01	1.65E+01	7.15E+00	2.73E+01
Sample982	1.74E+01	1.13E+01	1.41E+01	2.11E+01	1.07E+01	1.61E+01
Sample983	1.03E+01	1.10E+01	2.82E+01	1.91E+01	1.50E+01	2.01E+01
Sample984	1.87E+01	5.51E+00	1.67E+01	1.93E+01	7.10E+00	2.58E+01
Sample985	4.74E+01	1.06E+01	3.48E+01	3.37E+01	5.83E+01	1.28E+01
Sample986	3.81E+01	7.51E+00	5.12E+01	2.94E+01	4.64E+01	1.46E+01
Sample987	4.32E+01	8.50E+00	5.87E+01	4.12E+01	4.94E+01	1.33E+01
Sample988	1.89E+01	1.05E+01	1.90E+01	2.03E+01	1.36E+01	2.40E+01
Sample989	2.08E+01	1.32E+01	1.87E+01	1.74E+01	1.11E+01	1.77E+01
Sample990	1.86E+01	2.53E+01	1.83E+01	1.24E+01	1.03E+01	1.70E+01
Sample991	1.60E+01	1.06E+01	1.77E+01	2.57E+01	9.19E+00	2.25E+01
Sample992	1.69E+01	1.08E+01	8.69E+00	2.83E+01	1.91E+01	1.85E+01
Sample993	1.28E+01	1.42E+01	7.64E+00	1.34E+01	1.21E+01	1.81E+01
Sample994	1.74E+01	1.24E+01	9.36E+00	1.33E+01	1.46E+01	2.57E+01
Sample995	2.08E+01	1.33E+01	1.84E+01	2.05E+01	1.77E+01	2.11E+01
Sample996	2.26E+01	1.56E+01	1.04E+01	1.43E+01	1.42E+01	1.51E+01
Sample997	1.31E+01	8.23E+00	1.97E+01	2.35E+01	2.06E+01	2.58E+01
Sample998	1.21E+01	1.64E+01	2.86E+01	2.77E+01	1.69E+01	1.73E+01
Sample999	4.01E+01	1.07E+01	3.02E+01	3.44E+01	4.52E+01	1.65E+01
Sample1000	1.83E+01	1.27E+01	9.67E+00	1.06E+01	1.51E+01	1.89E+01
Sample1001	2.14E+01	1.67E+01	1.80E+01	2.35E+01	1.33E+01	3.22E+01
Sample1002	1.70E+01	1.18E+01	1.73E+01	1.81E+01	1.07E+01	1.05E+01
Sample1003	1.95E+01	1.48E+01	1.62E+01	2.20E+01	1.78E+01	2.17E+01
Sample1004	3.98E+01	1.54E+01	4.19E+01	3.06E+01	5.05E+01	1.77E+01
Sample1005	1.64E+01	1.05E+01	5.92E+00	1.75E+01	1.19E+01	1.98E+01
Sample1006	1.60E+01	7.83E+00	1.51E+01	1.94E+01	1.54E+01	1.74E+01
Sample1007	1.17E+01	1.47E+01	1.68E+01	1.71E+01	1.50E+01	1.95E+01
Sample1008	4.97E+01	1.14E+01	5.60E+01	3.58E+01	5.79E+01	1.68E+01
Sample1009	1.14E+01	7.31E+00	2.12E+01	2.97E+01	9.94E+00	1.84E+01
Sample1010	2.88E+01	9.39E+00	1.12E+01	2.64E+01	1.33E+01	2.62E+01
Sample1011	1.72E+01	7.91E+00	1.87E+01	1.69E+01	1.88E+01	1.35E+01
Sample1012	2.96E+01	6.88E+00	1.05E+01	1.37E+01	1.88E+01	2.29E+01
Sample1013	1.59E+01	1.05E+01	1.05E+01	1.46E+01	9.47E+00	2.13E+01
Sample1014	3.91E+01	8.46E+00	3.84E+01	3.21E+01	4.14E+01	2.20E+01
Sample1015	2.06E+01	1.56E+01	1.31E+01	1.81E+01	1.26E+01	2.86E+01
Sample1016	1.50E+01	1.66E+01	2.04E+01	2.10E+01	1.31E+01	2.83E+01
Sample1017	2.68E+01	2.32E+01	2.11E+01	1.73E+01	4.21E+01	3.48E+01
Sample1018	1.76E+01	6.29E+00	4.32E+01	2.79E+01	3.38E+01	1.17E+01
Sample1019	2.72E+01	1.36E+01	1.19E+01	1.58E+01	1.62E+01	2.66E+01
Sample1020	2.17E+01	4.01E+00	1.19E+01	1.52E+01	1.09E+01	1.54E+01
Sample1021	2.59E+01	3.55E+01	1.52E+01	1.85E+01	4.13E+01	1.93E+01
Sample1022	7.36E+00	9.98E+00	1.51E+01	8.23E+00	2.06E+01	2.79E+01
Sample1023	4.05E+01	4.60E+00	8.13E+00	3.40E+01	1.25E+01	2.18E+01
Sample1024	3.47E+01	4.63E+01	2.42E+01	2.08E+01	3.76E+01	2.10E+01
Sample1025	1.54E+01	9.59E+00	2.08E+01	2.49E+01	6.66E+00	2.44E+01
Sample1026	1.41E+01	1.48E+01	2.60E+01	3.19E+01	3.16E+01	1.36E+01
Sample1027	1.19E+01	8.81E+00	8.63E+00	1.44E+01	2.20E+01	1.24E+01
Sample1028	1.25E+01	2.00E+01	2.69E+01	2.46E+01	1.41E+01	1.18E+01
Sample1029	4.48E+01	9.80E+00	4.59E+01	2.58E+01	5.27E+01	1.89E+01
Sample1030	1.55E+01	1.15E+01	1.31E+01	2.22E+01	1.12E+01	2.26E+01
Sample1031	4.41E+01	9.40E+00	9.88E+00	2.77E+01	1.29E+01	2.40E+01
Sample1032	2.29E+01	1.95E+01	1.32E+01	2.14E+01	1.92E+01	1.25E+01
Sample1033	2.39E+01	3.20E+01	2.75E+01	1.66E+01	2.70E+01	2.82E+01
Sample1034	1.78E+01	1.20E+01	1.92E+01	1.59E+01	1.53E+01	2.49E+01
Sample1035	1.38E+01	1.37E+01	1.79E+01	1.13E+01	8.34E+00	8.65E+00
Sample1036	3.81E+01	6.46E+00	4.78E+01	3.09E+01	5.33E+01	1.49E+01
Sample1037	3.81E+01	9.29E+00	4.93E+01	3.31E+01	5.39E+01	1.21E+01
Sample1038	2.12E+01	2.96E+01	1.22E+01	2.85E+01	4.01E+01	2.61E+01
Sample1039	2.44E+01	6.87E+00	1.86E+01	1.83E+01	1.53E+01	1.40E+01
Sample1040	1.99E+01	1.06E+01	2.14E+01	2.04E+01	1.62E+01	2.24E+01
Sample1041	2.24E+01	1.94E+01	1.24E+01	1.62E+01	1.53E+01	2.90E+01
Sample1042	1.41E+01	1.18E+01	1.40E+01	1.98E+01	1.29E+01	2.35E+01
Sample1043	3.84E+01	4.13E+00	1.28E+01	1.46E+01	1.25E+01	2.22E+01
Sample1044	2.05E+01	1.93E+01	1.14E+01	2.24E+01	2.04E+01	1.92E+01
Sample1045	1.01E+01	1.40E+01	1.65E+01	1.91E+01	1.38E+01	1.23E+01
Sample1046	1.29E+01	1.19E+01	1.35E+01	2.98E+01	1.56E+01	2.04E+01
Sample1047	1.99E+01	1.18E+01	1.40E+01	1.46E+01	1.70E+01	1.48E+01
Sample1048	9.98E+00	1.08E+01	2.41E+01	2.31E+01	1.68E+01	1.29E+01
Sample1049	1.48E+01	1.24E+01	1.60E+01	2.45E+01	1.33E+01	2.33E+01
Sample1050	2.28E+01	1.26E+01	1.98E+01	1.25E+01	7.79E+00	1.29E+01
Sample1051	4.21E+01	1.87E+01	3.60E+01	2.94E+01	3.71E+01	2.11E+01
Sample1052	4.75E+01	7.94E+00	5.88E+01	2.81E+01	7.02E+01	1.94E+01
Sample1053	1.52E+01	5.00E+00	1.11E+01	1.55E+01	1.18E+01	2.05E+01
Sample1054	2.47E+01	2.27E+01	2.43E+01	2.37E+01	1.12E+01	2.31E+01
Sample1055	3.54E+01	1.11E+01	3.80E+01	2.67E+01	4.57E+01	2.04E+01
Sample1056	1.58E+01	1.05E+01	2.41E+01	1.98E+01	3.06E+01	1.37E+01
Sample1057	1.47E+01	1.23E+01	1.47E+01	1.51E+01	8.36E+00	2.53E+01
Sample1058	2.22E+01	9.70E+00	2.49E+01	1.05E+01	3.25E+01	1.21E+01
Sample1059	2.95E+01	3.04E+01	1.95E+01	1.96E+01	4.27E+01	2.58E+01
Sample1060	2.82E+01	3.29E+01	2.20E+01	1.54E+01	4.23E+01	2.18E+01
Sample1061	8.50E+00	1.97E+01	1.62E+01	2.61E+01	1.66E+01	1.53E+01
Sample1062	3.16E+01	7.25E+00	2.47E+01	2.60E+01	1.64E+01	3.17E+01
Sample1063	3.12E+01	7.44E+00	3.52E+01	1.41E+01	5.29E+01	2.34E+01
Sample1064	9.76E+00	1.04E+01	1.60E+01	1.41E+01	8.38E+00	1.65E+01
Sample1065	2.10E+01	1.01E+01	2.04E+01	1.15E+01	1.52E+01	2.65E+01
Sample1066	4.34E+01	8.74E+00	4.77E+01	3.01E+01	4.20E+01	1.13E+01
Sample1067	1.49E+01	1.18E+01	1.89E+01	1.02E+01	1.77E+01	9.29E+00
Sample1068	8.44E+00	9.63E+00	9.14E+00	9.61E+00	1.47E+01	2.66E+01
Sample1069	3.44E+01	6.65E+00	9.94E+00	2.93E+01	1.64E+01	2.60E+01
Sample1070	4.36E+01	2.77E+01	6.97E+01	2.52E+01	5.11E+01	8.30E+00
Sample1071	2.34E+01	8.53E+00	4.64E+01	2.33E+01	4.22E+01	2.42E+01
Sample1072	1.90E+01	1.27E+01	2.28E+01	1.70E+01	1.29E+01	1.59E+01
Sample1073	5.05E+01	2.61E+01	6.03E+01	3.00E+01	4.29E+01	1.44E+01
Sample1074	2.45E+01	1.96E+01	2.31E+01	2.24E+01	1.20E+01	2.54E+01
Sample1075	1.41E+01	1.08E+01	2.06E+01	1.61E+01	1.88E+01	1.04E+01
Sample1076	1.02E+01	9.62E+00	1.72E+01	1.47E+01	2.18E+01	2.09E+01
Sample1077	2.17E+01	1.61E+01	1.54E+01	1.64E+01	1.59E+01	2.12E+01
Sample1078	1.89E+01	1.75E+01	1.85E+01	1.53E+01	1.23E+01	1.85E+01
Sample1079	2.31E+01	1.27E+01	2.13E+01	2.62E+01	2.02E+01	1.83E+01
Sample1080	3.86E+01	7.09E+00	4.72E+01	3.05E+01	6.87E+01	2.47E+01
Sample1081	1.78E+01	8.95E+00	1.76E+01	1.89E+01	2.01E+01	2.54E+01
Sample1082	2.31E+01	1.35E+01	1.07E+01	1.25E+01	8.76E+00	2.25E+01
Sample1083	2.10E+01	1.49E+01	2.19E+01	1.85E+01	1.17E+01	2.62E+01
Sample1084	3.10E+01	2.22E+01	2.35E+01	1.89E+01	1.28E+01	2.11E+01
Sample1085	2.13E+01	9.29E+00	1.10E+01	1.61E+01	1.63E+01	1.39E+01
Sample1086	1.45E+01	7.89E+00	1.77E+01	1.85E+01	1.31E+01	1.82E+01
Sample1087	1.24E+01	6.23E+00	1.40E+01	1.17E+01	1.15E+01	1.46E+01
Sample1088	1.25E+01	1.99E+01	7.96E+00	3.02E+01	2.69E+01	2.52E+01
Sample1089	1.49E+01	5.15E+00	1.26E+01	1.61E+01	1.31E+01	1.72E+01
Sample1090	2.69E+01	1.19E+01	2.57E+01	2.42E+01	4.59E+01	2.12E+01
Sample1091	1.01E+01	1.39E+01	2.09E+01	1.63E+01	1.61E+01	1.61E+01
Sample1092	1.82E+01	4.80E+00	1.05E+01	1.82E+01	1.32E+01	1.42E+01
Sample1093	1.24E+01	1.14E+01	1.31E+01	1.57E+01	1.21E+01	1.69E+01
Sample1094	1.53E+01	6.98E+00	1.84E+01	1.41E+01	1.98E+01	1.11E+01
Sample1095	3.09E+01	4.91E+01	2.16E+01	1.72E+01	4.02E+01	2.48E+01
Sample1096	1.93E+01	1.22E+01	2.39E+01	2.89E+01	2.24E+01	1.73E+01
Sample1097	1.99E+01	1.01E+01	9.38E+00	1.53E+01	1.38E+01	1.98E+01
Sample1098	1.26E+01	1.05E+01	1.10E+01	1.93E+01	1.75E+01	2.47E+01
Sample1099	2.37E+01	1.39E+01	2.64E+01	1.52E+01	1.21E+01	2.05E+01
Sample1100	2.78E+01	2.44E+01	2.28E+01	2.86E+01	4.05E+01	2.82E+01
Sample1101	1.19E+01	1.49E+01	1.79E+01	2.64E+01	1.98E+01	2.22E+01
Sample1102	3.31E+01	3.43E+01	1.59E+01	2.78E+01	3.53E+01	3.44E+01
Sample1103	2.82E+01	3.18E+01	1.42E+01	1.51E+01	3.84E+01	3.73E+01
Sample1104	2.56E+01	2.14E+01	3.57E+01	1.35E+01	1.20E+01	2.06E+01
Sample1105	2.09E+01	1.48E+01	1.51E+01	2.79E+01	1.04E+01	1.40E+01
Sample1106	1.31E+01	1.37E+01	1.91E+01	4.21E+01	2.15E+01	2.11E+01
Sample1107	1.56E+01	1.29E+01	2.32E+01	2.17E+01	2.34E+01	1.69E+01
Sample1108	1.63E+01	1.30E+01	1.35E+01	9.83E+00	1.26E+01	1.14E+01
Sample1109	2.04E+01	7.04E+00	1.40E+01	1.94E+01	1.77E+01	1.34E+01
Sample1110	2.04E+01	1.17E+01	2.03E+01	1.27E+01	1.09E+01	1.18E+01
Sample1111	1.90E+01	1.68E+01	1.48E+01	2.12E+01	1.38E+01	1.85E+01
Sample1112	1.59E+01	1.04E+01	2.26E+01	2.69E+01	1.42E+01	2.01E+01
Sample1113	1.90E+01	2.54E+01	2.45E+01	2.85E+01	1.32E+01	2.45E+01
Sample1114	1.11E+01	1.14E+01	1.22E+01	1.61E+01	1.77E+01	1.58E+01
Sample1115	2.09E+01	1.12E+01	1.46E+01	1.79E+01	7.20E+00	1.51E+01
Sample1116	3.91E+01	1.56E+01	2.65E+01	2.26E+01	1.37E+01	2.16E+01
Sample1117	2.06E+01	6.70E+00	1.71E+01	1.56E+01	1.06E+01	1.50E+01
Sample1118	1.69E+01	1.07E+01	1.42E+01	1.93E+01	2.12E+01	2.11E+01
Sample1119	3.33E+01	1.49E+01	2.72E+01	2.26E+01	2.30E+01	2.55E+01
Sample1120	2.16E+01	8.14E+00	1.65E+01	8.87E+00	1.74E+01	1.92E+01
Sample1121	3.95E+01	4.72E+01	4.47E+01	2.33E+01	3.81E+01	1.69E+01
Sample1122	2.66E+01	1.90E+01	2.30E+01	3.15E+01	1.53E+01	2.43E+01
Sample1123	4.36E+01	1.58E+01	4.33E+01	2.81E+01	5.10E+01	2.08E+01
Sample1124	1.65E+01	1.80E+01	1.32E+01	2.06E+01	1.22E+01	2.31E+01
Sample1125	9.33E+00	1.51E+01	1.89E+01	1.54E+01	1.33E+01	1.85E+01
Sample1126	9.41E+00	9.31E+00	1.15E+01	2.08E+01	1.51E+01	1.32E+01
Sample1127	1.24E+01	1.00E+01	1.36E+01	2.17E+01	2.14E+01	2.12E+01
Sample1128	1.39E+01	9.14E+00	8.92E+00	1.69E+01	1.05E+01	1.81E+01
Sample1129	4.21E+01	1.67E+01	3.09E+01	2.75E+01	5.03E+01	2.45E+01
Sample1130	2.10E+01	3.53E+01	1.94E+01	2.36E+01	3.47E+01	2.39E+01
Sample1131	1.29E+01	7.36E+00	1.24E+01	2.85E+01	1.14E+01	1.73E+01
Sample1132	3.10E+01	3.77E+01	4.29E+01	2.55E+01	9.07E+00	2.14E+01
Sample1133	1.72E+01	7.60E+00	2.07E+01	1.83E+01	1.07E+01	2.29E+01
Sample1134	3.88E+01	1.35E+01	4.89E+01	2.40E+01	5.61E+01	1.39E+01
Sample1135	2.50E+01	3.47E+01	2.92E+01	1.55E+01	2.47E+01	3.65E+01
Sample1136	3.86E+01	2.43E+01	4.12E+01	3.81E+01	3.04E+01	1.35E+01
Sample1137	1.23E+01	1.34E+01	1.69E+01	1.80E+01	1.56E+01	1.38E+01
Sample1138	1.41E+01	8.85E+00	1.86E+01	1.70E+01	1.54E+01	2.36E+01
Sample1139	2.09E+01	1.44E+01	9.91E+00	1.53E+01	1.61E+01	1.92E+01
Sample1140	3.02E+01	2.14E+01	4.15E+01	3.26E+01	2.68E+01	1.99E+01
Sample1141	4.07E+01	9.28E+00	9.82E+00	3.03E+01	1.05E+01	2.24E+01
Sample1142	5.12E+01	6.77E+00	9.39E+00	2.98E+01	9.88E+00	2.52E+01
Sample1143	4.06E+01	1.24E+01	5.90E+01	2.73E+01	4.40E+01	1.49E+01
Sample1144	1.82E+01	1.12E+01	2.03E+01	3.41E+01	1.61E+01	1.59E+01
Sample1145	3.57E+01	2.66E+01	1.23E+01	1.99E+01	3.52E+01	2.93E+01
Sample1146	1.77E+01	1.87E+01	2.20E+01	2.08E+01	2.83E+01	2.16E+01
Sample1147	5.88E+01	4.50E+00	6.36E+01	3.70E+01	5.89E+01	2.12E+01
Sample1148	1.57E+01	1.11E+01	1.66E+01	1.32E+01	1.64E+01	1.18E+01
Sample1149	1.96E+01	1.01E+01	2.36E+01	2.23E+01	2.42E+01	2.11E+01
Sample1150	1.20E+01	1.13E+01	1.80E+01	1.89E+01	1.65E+01	1.94E+01
Sample1151	4.13E+01	8.62E+00	4.70E+01	2.91E+01	4.59E+01	2.36E+01
Sample1152	2.45E+01	1.71E+01	1.68E+01	2.30E+01	2.65E+01	2.34E+01
Sample1153	4.35E+01	4.72E+00	1.03E+01	2.59E+01	1.50E+01	2.19E+01
Sample1154	4.74E+01	1.11E+01	4.39E+01	2.73E+01	4.98E+01	1.50E+01
Sample1155	2.86E+01	1.81E+01	1.74E+01	2.20E+01	2.15E+01	2.06E+01
Sample1156	1.35E+01	1.43E+01	1.19E+01	1.99E+01	1.54E+01	1.66E+01
Sample1157	1.13E+01	5.36E+00	1.51E+01	2.14E+01	1.15E+01	2.34E+01
Sample1158	2.00E+01	1.32E+01	2.66E+01	1.78E+01	2.96E+01	1.07E+01
Sample1159	3.81E+01	9.80E+00	4.75E+01	2.84E+01	6.90E+01	2.85E+01
Sample1160	1.70E+01	3.01E+01	2.11E+01	1.76E+01	3.71E+01	2.53E+01
Sample1161	2.55E+01	9.45E+00	1.50E+01	1.79E+01	5.83E+00	2.47E+01
Sample1162	1.40E+01	1.17E+01	1.94E+01	1.69E+01	1.03E+01	2.42E+01
Sample1163	1.57E+01	1.83E+01	2.94E+01	1.53E+01	1.28E+01	2.58E+01
Sample1164	1.57E+01	1.03E+01	1.19E+01	9.37E+00	1.37E+01	1.58E+01
Sample1165	4.60E+01	7.71E+00	5.79E+01	3.38E+01	6.18E+01	1.50E+01
Sample1166	2.41E+01	1.66E+01	8.78E+00	1.82E+01	1.53E+01	1.59E+01
Sample1167	2.51E+01	2.99E+01	1.30E+01	2.10E+01	3.61E+01	1.64E+01
Sample1168	2.07E+01	9.98E+00	1.26E+01	2.44E+01	1.79E+01	2.57E+01
Sample1169	2.40E+01	9.60E+00	1.89E+01	2.49E+01	1.34E+01	1.22E+01
Sample1170	1.99E+01	5.04E+00	4.71E+01	2.06E+01	3.61E+01	2.18E+01
Sample1171	3.13E+01	1.50E+01	3.66E+01	1.65E+01	4.60E+01	1.65E+01
Sample1172	2.15E+01	1.51E+01	1.52E+01	1.97E+01	2.49E+01	2.88E+01
Sample1173	1.52E+01	1.01E+01	1.01E+01	1.18E+01	1.05E+01	1.65E+01
Sample1174	1.33E+01	8.70E+00	1.06E+01	6.15E+00	9.24E+00	9.85E+00
Sample1175	1.90E+01	1.36E+01	2.31E+01	1.40E+01	1.23E+01	1.91E+01
Sample1176	1.90E+01	1.33E+01	1.79E+01	2.51E+01	1.62E+01	2.79E+01
Sample1177	1.89E+01	1.16E+01	5.25E+00	1.51E+01	1.09E+01	2.74E+01
Sample1178	3.08E+01	1.34E+01	4.65E+01	2.64E+01	5.57E+01	1.44E+01
Sample1179	2.35E+01	9.87E+00	2.83E+01	2.02E+01	1.15E+01	9.60E+00
Sample1180	1.15E+01	5.76E+00	1.63E+01	1.06E+01	1.34E+01	1.04E+01
Sample1181	1.79E+01	1.02E+01	1.47E+01	1.15E+01	1.34E+01	1.64E+01
