Samples	Signature A	Signature B	Signature C	Signature D	Signature E
Sample1384	2.05E+01	2.16E+01	1.99E+01	1.96E+01	9.27E+00
Sample1385	2.65E+01	2.95E+01	2.90E+01	4.29E+01	1.02E+01
Sample1386	1.74E+01	2.06E+01	1.26E+01	1.75E+01	1.38E+01
Sample1387	1.61E+01	1.37E+01	2.01E+01	8.56E+00	8.48E+00
Sample1388	2.80E+01	1.78E+01	1.85E+01	2.11E+01	1.14E+01
Sample1389	1.33E+01	1.90E+01	2.57E+01	2.05E+01	1.14E+01
Sample1390	3.08E+01	2.65E+01	2.15E+01	2.79E+01	8.53E+00
Sample1391	4.69E+01	3.12E+01	1.76E+01	6.30E+01	1.40E+01
Sample1392	2.61E+01	1.89E+01	2.24E+01	3.69E+01	1.89E+01
Sample1393	1.85E+01	1.80E+01	1.90E+01	2.34E+01	1.41E+01
Sample1394	1.60E+01	2.39E+01	2.64E+01	2.02E+01	8.28E+00
Sample1395	2.37E+01	1.94E+01	1.38E+01	1.03E+01	9.72E+00
Sample1396	2.88E+01	1.98E+01	2.09E+01	1.83E+01	5.97E+00
Sample1397	2.20E+01	1.87E+01	1.88E+01	1.63E+01	1.29E+01
Sample1398	1.92E+01	1.45E+01	2.30E+01	1.57E+01	1.18E+01
Sample1399	1.54E+01	1.21E+01	1.83E+01	1.60E+01	1.12E+01
Sample1400	1.14E+01	2.49E+01	2.53E+01	3.09E+01	1.34E+01
Sample1401	1.27E+01	2.68E+01	1.89E+01	2.36E+01	1.04E+01
Sample1402	1.58E+01	3.21E+01	2.14E+01	1.98E+01	1.48E+01
Sample1403	3.60E+01	2.34E+01	2.34E+01	3.69E+01	9.91E+00
Sample1404	1.91E+01	2.01E+01	1.67E+01	1.93E+01	1.99E+01
Sample1405	1.52E+01	1.41E+01	1.59E+01	1.24E+01	1.14E+01
Sample1406	2.79E+01	2.62E+01	2.62E+00	1.43E+01	1.35E+01
Sample1407	1.44E+01	2.18E+01	1.94E+01	1.68E+01	6.76E+00
Sample1408	2.51E+01	2.43E+01	2.24E+01	3.37E+01	9.38E+00
Sample1409	1.35E+01	2.38E+01	1.02E+01	2.89E+01	1.04E+01
Sample1410	1.29E+01	1.18E+01	1.83E+01	1.57E+01	1.04E+01
Sample1411	6.06E+00	1.58E+01	2.31E+01	3.00E+01	1.54E+01
Sample1412	1.99E+01	2.39E+01	2.31E+01	3.11E+01	1.54E+01
Sample1413	1.45E+01	1.73E+01	2.83E+01	2.00E+01	1.49E+01
Sample1414	2.29E+01	2.54E+01	2.34E+01	2.77E+01	1.03E+01
Sample1415	2.60E+01	2.44E+01	1.59E+01	3.12E+01	9.60E+00
Sample1416	2.72E+01	2.35E+01	2.64E+01	2.32E+01	2.09E+01
Sample1417	1.47E+01	1.65E+01	2.52E+01	1.95E+01	1.30E+01
Sample1418	1.61E+01	1.63E+01	1.84E+01	1.67E+01	9.13E+00
Sample1419	3.47E+01	3.06E+01	1.94E+01	4.93E+01	1.31E+01
Sample1420	2.57E+01	2.55E+01	3.08E+01	1.57E+01	1.34E+01
Sample1421	1.60E+01	1.79E+01	2.39E+01	3.15E+01	8.09E+00
Sample1422	2.22E+01	1.87E+01	2.08E+01	4.69E+01	1.78E+01
Sample1423	2.00E+01	1.68E+01	9.24E+00	5.10E+01	2.63E+01
Sample1424	1.13E+01	4.77E+00	1.52E+01	9.56E+00	1.04E+01
Sample1425	1.03E+01	2.18E+01	1.62E+01	1.50E+01	7.80E+00
Sample1426	2.93E+01	2.32E+01	2.53E+01	3.24E+01	9.93E+00
Sample1427	1.79E+01	8.94E+00	1.53E+01	2.42E+01	1.44E+01
Sample1428	2.03E+01	2.16E+01	2.10E+01	2.05E+01	1.21E+01
Sample1429	1.80E+01	1.46E+01	1.95E+01	2.12E+01	1.04E+01
Sample1430	4.29E+01	1.73E+01	2.59E+01	4.10E+01	1.42E+01
Sample1431	1.19E+01	1.11E+01	2.10E+01	1.57E+01	6.46E+00
Sample1432	1.49E+01	2.51E+01	2.24E+01	2.02E+01	7.98E+00
Sample1433	2.65E+01	2.94E+01	3.23E+01	5.20E+01	6.46E+00
Sample1434	4.00E+01	2.78E+01	1.74E+01	5.71E+01	5.49E+00
Sample1435	7.75E+00	2.03E+01	1.22E+01	2.43E+01	1.02E+01
Sample1436	1.52E+01	1.42E+01	1.26E+01	1.02E+01	7.34E+00
Sample1437	1.85E+01	1.70E+01	2.92E+01	1.62E+01	1.40E+01
Sample1438	8.35E+00	1.58E+01	1.56E+01	1.74E+01	1.25E+01
Sample1439	2.16E+01	2.41E+01	2.65E+01	5.73E+01	5.98E+00
Sample1440	1.74E+01	1.60E+01	1.67E+01	2.45E+01	1.26E+01
Sample1441	3.50E+01	2.30E+01	2.40E+01	3.71E+01	7.84E+00
Sample1442	2.50E+01	2.21E+01	2.41E+01	1.46E+01	6.45E+00
Sample1443	1.76E+01	1.28E+01	1.28E+01	1.24E+01	1.11E+01
Sample1444	3.02E+01	2.16E+01	1.76E+01	3.93E+01	8.43E+00
Sample1445	2.84E+01	1.60E+01	2.25E+01	3.21E+01	6.95E+00
Sample1446	2.67E+01	2.55E+01	2.59E+01	2.13E+01	1.61E+01
Sample1447	2.33E+01	2.21E+01	1.31E+01	1.58E+01	1.21E+01
Sample1448	2.61E+01	9.92E+00	1.89E+01	2.76E+01	6.49E+00
Sample1449	2.00E+01	1.24E+01	1.73E+01	1.68E+01	1.24E+01
Sample1450	9.23E+00	1.91E+01	1.31E+01	1.91E+01	1.11E+01
Sample1451	1.35E+01	1.28E+01	2.91E+01	3.59E+01	1.38E+01
Sample1452	1.58E+01	2.05E+01	1.93E+01	1.87E+01	1.41E+01
Sample1453	1.31E+01	1.55E+01	1.55E+01	1.24E+01	1.10E+01
Sample1454	2.07E+01	1.88E+01	1.56E+01	2.47E+01	8.53E+00
Sample1455	2.28E+01	1.93E+01	1.77E+01	1.98E+01	6.58E+00
Sample1456	2.39E+01	2.33E+01	2.03E+01	3.23E+01	1.17E+01
Sample1457	7.07E+00	1.94E+01	2.22E+01	1.96E+01	6.19E+00
Sample1458	4.26E+01	2.73E+01	1.52E+01	4.37E+01	9.95E+00
Sample1459	1.25E+01	1.84E+01	1.07E+01	2.04E+01	7.60E+00
Sample1460	4.05E+01	2.26E+01	2.71E+01	4.44E+01	4.78E+00
Sample1461	1.54E+01	1.19E+01	1.98E+01	3.28E+01	8.23E+00
Sample1462	2.67E+01	1.29E+01	1.25E+01	2.83E+01	7.45E+00
Sample1463	1.32E+01	4.20E+01	3.50E+01	3.35E+01	1.90E+01
Sample1464	1.84E+01	1.68E+01	2.21E+01	1.81E+01	1.52E+01
Sample1465	1.47E+01	2.48E+01	2.18E+01	1.55E+01	9.96E+00
Sample1466	1.58E+01	1.33E+01	1.56E+01	2.22E+01	1.31E+01
Sample1467	3.32E+01	1.76E+01	1.45E+01	3.66E+01	8.35E+00
Sample1468	1.73E+01	2.78E+01	2.40E+01	1.93E+01	6.87E+00
Sample1469	2.03E+01	1.53E+01	2.23E+01	2.14E+01	1.19E+01
Sample1470	2.48E+01	1.22E+01	1.98E+01	2.42E+01	8.33E+00
Sample1471	2.17E+01	2.61E+01	2.23E+01	2.73E+01	1.68E+01
Sample1472	2.19E+01	3.16E+01	1.87E+01	3.61E+01	1.04E+01
Sample1473	3.26E+01	2.28E+01	2.05E+01	3.65E+01	1.09E+01
Sample1474	3.70E+01	3.72E+01	2.21E+01	5.97E+01	2.46E+01
Sample1475	2.32E+01	1.24E+01	2.97E+01	1.60E+01	1.19E+01
Sample1476	4.21E+01	2.85E+01	1.38E+01	3.98E+01	1.09E+01
Sample1477	2.17E+01	1.89E+01	1.69E+01	2.11E+01	1.87E+01
Sample1478	1.69E+01	1.79E+01	2.07E+01	1.69E+01	1.76E+01
Sample1479	1.35E+01	2.02E+01	2.22E+01	1.36E+01	1.11E+01
Sample1480	9.14E+00	1.31E+01	1.53E+01	1.82E+01	1.11E+01
Sample1481	1.84E+01	2.14E+01	2.27E+01	5.41E+01	2.84E+01
Sample1482	1.72E+01	1.71E+01	2.56E+01	1.04E+01	9.16E+00
Sample1483	1.05E+01	1.18E+01	1.97E+01	1.62E+01	3.75E+00
Sample1484	6.90E+00	3.62E+01	2.57E+01	1.78E+01	1.48E+01
Sample1485	2.48E+01	1.31E+01	2.78E+01	2.60E+01	5.44E+00
Sample1486	2.00E+01	1.12E+01	1.21E+01	2.33E+01	1.42E+01
Sample1487	1.37E+01	1.97E+01	2.00E+01	2.38E+01	7.14E+00
Sample1488	1.90E+01	2.62E+01	2.42E+01	1.37E+01	1.66E+01
Sample1489	2.61E+01	1.37E+01	2.41E+01	1.38E+01	1.26E+01
Sample1490	1.52E+01	1.18E+01	1.57E+01	1.61E+01	8.93E+00
Sample1491	1.83E+01	3.05E+01	1.56E+01	2.51E+01	1.89E+01
Sample1492	2.76E+01	2.95E+01	1.66E+01	4.95E+01	8.07E+00
Sample1493	1.45E+01	1.86E+01	1.61E+01	2.03E+01	1.43E+01
Sample1494	2.19E+01	2.60E+01	1.04E+01	3.22E+01	1.14E+01
Sample1495	1.16E+01	1.99E+01	1.78E+01	1.07E+01	8.08E+00
Sample1496	1.92E+01	3.18E+01	2.32E+01	2.34E+01	9.40E+00
Sample1497	1.30E+01	2.12E+01	2.73E+01	1.42E+01	8.59E+00
Sample1498	1.34E+01	1.37E+01	1.76E+01	9.42E+00	7.46E+00
Sample1499	1.65E+01	1.58E+01	2.16E+01	1.81E+01	1.02E+01
Sample1500	1.85E+01	2.07E+01	1.94E+01	3.55E+01	5.84E+00
Sample1501	4.76E+01	3.12E+01	1.85E+01	5.34E+01	9.14E+00
Sample1502	1.08E+01	1.39E+01	2.72E+01	3.70E+01	1.66E+01
Sample1503	2.09E+01	1.84E+01	2.41E+01	3.39E+01	9.74E+00
Sample1504	1.61E+01	1.79E+01	2.20E+01	1.78E+01	1.11E+01
Sample1505	1.86E+01	2.65E+01	2.31E+01	2.14E+01	5.51E+00
Sample1506	1.76E+01	7.78E+00	2.42E+01	4.12E+01	1.58E+01
Sample1507	2.31E+01	2.95E+01	2.26E+01	3.57E+01	1.36E+01
Sample1508	1.73E+01	2.10E+01	8.31E+00	3.50E+01	1.25E+01
Sample1509	2.44E+01	8.53E+00	1.60E+01	1.73E+01	6.91E+00
Sample1510	1.88E+01	2.15E+01	2.16E+01	1.83E+01	1.02E+01
Sample1511	1.87E+01	1.92E+01	2.17E+01	2.06E+01	1.10E+01
Sample1512	2.05E+01	1.92E+01	4.47E+01	5.34E+01	5.51E+00
Sample1513	2.13E+01	1.07E+01	2.10E+01	1.50E+01	8.66E+00
Sample1514	1.29E+01	1.50E+01	1.21E+01	1.01E+01	8.20E+00
Sample1515	1.13E+01	9.45E+00	2.08E+01	1.84E+01	6.40E+00
Sample1516	1.35E+01	2.45E+01	2.37E+01	2.78E+01	1.24E+01
Sample1517	3.74E+01	1.51E+01	1.55E+01	2.92E+01	7.52E+00
Sample1518	1.72E+01	2.01E+01	1.94E+01	7.89E+00	8.42E+00
Sample1519	1.28E+01	2.56E+01	2.51E+01	4.69E+01	5.38E+00
Sample1520	2.05E+01	2.94E+01	1.78E+01	3.57E+01	1.79E+01
Sample1521	2.16E+01	1.54E+01	1.04E+01	2.52E+01	7.98E+00
Sample1522	2.41E+01	2.77E+01	2.06E+01	4.64E+01	7.56E+00
Sample1523	1.21E+01	1.76E+01	1.36E+01	7.98E+00	6.68E+00
Sample1524	2.35E+01	2.48E+01	3.27E+01	3.56E+01	1.57E+01
Sample1525	1.01E+01	1.18E+01	2.29E+01	1.55E+01	1.34E+01
Sample1526	2.00E+01	5.95E+00	2.05E+01	1.60E+01	1.05E+01
Sample1527	1.22E+01	2.50E+01	1.48E+01	1.67E+01	1.44E+01
Sample1528	2.83E+01	1.60E+01	2.85E+01	4.50E+01	1.36E+01
Sample1529	2.15E+01	1.61E+01	1.92E+01	1.48E+01	1.04E+01
Sample1530	3.18E+01	1.65E+01	1.61E+01	2.34E+01	7.59E+00
Sample1531	7.57E+00	1.18E+01	1.68E+01	1.50E+01	1.01E+01
Sample1532	1.64E+01	2.26E+01	3.31E+01	2.18E+01	8.23E+00
Sample1533	3.66E+01	4.95E+01	2.72E+01	9.36E+01	3.90E+01
Sample1534	3.16E+01	4.38E+01	2.21E+01	7.11E+01	2.38E+01
Sample1535	1.77E+01	2.18E+01	3.25E+01	2.38E+01	9.06E+00
Sample1536	2.31E+01	2.07E+01	2.02E+01	1.79E+01	6.86E+00
Sample1537	1.16E+01	1.35E+01	1.87E+01	1.63E+01	1.24E+01
Sample1538	1.58E+01	1.64E+01	1.06E+01	1.22E+01	9.10E+00
Sample1539	1.49E+01	1.33E+01	2.75E+01	3.98E+01	1.13E+01
Sample1540	2.91E+01	1.96E+01	1.79E+01	2.22E+01	7.26E+00
Sample1541	1.62E+01	1.61E+01	1.98E+01	1.33E+01	7.68E+00
Sample1542	3.98E+01	2.69E+01	2.21E+01	4.46E+01	1.37E+01
Sample1543	3.33E+01	2.75E+01	1.27E+01	3.98E+01	6.80E+00
Sample1544	1.76E+01	1.41E+01	1.27E+01	1.62E+01	1.21E+01
Sample1545	2.14E+01	2.28E+01	1.74E+01	1.91E+01	9.05E+00
Sample1546	1.80E+01	2.05E+01	2.02E+01	1.76E+01	8.12E+00
Sample1547	1.27E+01	1.97E+01	2.53E+01	2.52E+01	7.68E+00
Sample1548	3.30E+01	1.97E+01	1.15E+01	3.05E+01	1.50E+01
Sample1549	2.28E+01	8.10E+00	7.60E+00	1.01E+01	1.43E+01
Sample1550	2.24E+01	1.68E+01	2.47E+01	1.55E+01	1.10E+01
Sample1551	3.39E+01	2.03E+01	2.90E+01	2.89E+01	9.86E+00
Sample1552	2.89E+01	5.94E+01	1.61E+01	9.87E+01	2.67E+01
Sample1553	3.54E+01	2.64E+01	2.19E+01	4.29E+01	8.66E+00
Sample1554	3.27E+01	2.72E+01	2.53E+01	5.35E+01	1.40E+01
Sample1555	3.32E+01	1.46E+01	4.17E+01	5.78E+01	2.87E+01
Sample1556	1.97E+01	2.25E+01	2.76E+01	2.51E+01	1.46E+01
Sample1557	7.38E+00	1.95E+01	2.26E+01	1.32E+01	7.86E+00
Sample1558	1.53E+01	2.11E+01	1.94E+01	1.71E+01	8.61E+00
Sample1559	3.83E+01	3.05E+01	2.21E+01	4.84E+01	1.18E+01
Sample1560	1.51E+01	2.12E+01	1.58E+01	1.37E+01	1.17E+01
Sample1561	1.26E+01	1.68E+01	2.45E+01	1.68E+01	8.74E+00
Sample1562	1.52E+01	2.16E+01	1.23E+01	1.68E+01	8.84E+00
Sample1563	2.73E+01	2.24E+01	1.74E+01	5.09E+01	1.02E+01
Sample1564	3.73E+01	4.75E+01	2.11E+01	8.24E+01	3.77E+01
Sample1565	4.13E+01	1.92E+01	1.68E+01	3.47E+01	8.34E+00
Sample1566	2.08E+01	3.46E+01	1.29E+01	4.03E+01	9.33E+00
Sample1567	2.05E+01	2.92E+01	1.77E+01	3.39E+01	7.88E+00
Sample1568	1.87E+01	2.05E+01	1.90E+01	2.02E+01	1.58E+01
Sample1569	3.65E+01	1.81E+01	2.18E+01	4.19E+01	9.61E+00
Sample1570	4.93E+01	2.82E+01	1.59E+01	6.61E+01	1.11E+01
Sample1571	2.29E+01	1.76E+01	2.62E+01	2.96E+01	1.09E+01
Sample1572	1.62E+01	2.21E+01	1.20E+01	2.10E+01	1.09E+01
Sample1573	1.88E+01	1.45E+01	1.88E+01	1.30E+01	1.40E+01
Sample1574	2.14E+01	1.20E+01	1.78E+01	1.78E+01	1.44E+01
Sample1575	2.16E+01	1.47E+01	3.33E+01	4.96E+01	6.79E+00
Sample1576	1.99E+01	1.62E+01	3.38E+01	5.19E+01	1.26E+01
Sample1577	3.20E+01	3.08E+01	2.50E+01	4.20E+01	1.14E+01
Sample1578	3.93E+01	2.53E+01	1.56E+01	3.78E+01	1.27E+01
Sample1579	9.03E+00	2.32E+01	2.82E+01	3.02E+01	1.11E+01
Sample1580	1.83E+01	2.83E+01	3.39E+01	2.72E+01	7.35E+00
Sample1581	1.59E+01	1.26E+01	1.13E+01	1.66E+01	6.42E+00
Sample1582	1.56E+01	2.51E+01	3.98E+01	1.24E+01	1.41E+01
Sample1583	1.34E+01	2.09E+01	1.37E+01	1.34E+01	1.08E+01
Sample1584	2.57E+01	3.25E+01	2.03E+01	3.60E+01	9.47E+00
Sample1585	8.67E+00	1.91E+01	1.39E+01	1.24E+01	7.58E+00
Sample1586	5.04E+01	2.61E+01	1.86E+01	4.17E+01	1.11E+01
Sample1587	2.02E+01	2.59E+01	1.72E+01	2.63E+01	5.08E+00
Sample1588	1.78E+01	1.22E+01	3.06E+01	3.94E+01	1.29E+01
Sample1589	8.82E+00	3.81E+01	1.44E+01	2.86E+01	1.49E+01
Sample1590	3.36E+01	2.30E+01	1.96E+01	2.78E+01	1.01E+01
Sample1591	1.61E+01	1.68E+01	1.52E+01	1.22E+01	1.23E+01
Sample1592	3.16E+01	2.67E+01	1.41E+01	4.00E+01	1.25E+01
Sample1593	2.11E+01	2.84E+01	1.57E+01	4.10E+01	1.60E+01
Sample1594	1.50E+01	2.05E+01	2.06E+01	1.56E+01	5.88E+00
Sample1595	9.53E+00	1.88E+01	1.87E+01	2.27E+01	7.93E+00
Sample1596	1.98E+01	1.31E+01	1.97E+01	1.68E+01	1.18E+01
Sample1597	4.53E+01	2.43E+01	2.68E+01	5.42E+01	9.13E+00
Sample1598	1.38E+01	1.97E+01	1.56E+01	2.33E+01	8.74E+00
Sample1599	2.25E+01	1.57E+01	1.43E+01	2.07E+01	1.02E+01
Sample1600	1.00E+01	1.43E+01	2.37E+01	2.58E+01	9.68E+00
Sample1601	1.38E+01	1.81E+01	2.65E+01	1.18E+01	8.58E+00
Sample1602	1.89E+01	1.76E+01	1.97E+01	1.44E+01	6.65E+00
Sample1603	1.85E+01	2.88E+01	2.17E+01	2.78E+01	1.32E+01
Sample1604	4.01E+01	3.06E+01	2.63E+01	2.79E+01	7.64E+00
Sample1605	3.32E+01	3.30E+01	2.45E+01	2.92E+01	6.80E+00
Sample1606	2.27E+01	2.73E+01	1.71E+01	2.90E+01	6.64E+00
Sample1607	1.30E+01	1.71E+01	2.52E+01	1.64E+01	1.24E+01
Sample1608	1.36E+01	2.15E+01	2.10E+01	1.56E+01	1.11E+01
Sample1609	2.02E+01	1.49E+01	1.61E+01	1.84E+01	1.52E+01
Sample1610	2.25E+01	1.69E+01	3.22E+01	1.65E+01	9.95E+00
Sample1611	3.56E+01	2.97E+01	3.34E+01	2.43E+01	8.05E+00
Sample1612	1.61E+01	1.57E+01	2.11E+01	1.99E+01	7.37E+00
Sample1613	2.38E+01	1.93E+01	1.95E+01	1.77E+01	1.11E+01
Sample1614	1.38E+01	2.52E+01	1.72E+01	1.46E+01	3.76E+00
Sample1615	2.67E+01	2.75E+01	2.74E+01	3.55E+01	1.14E+01
Sample1616	9.69E+00	1.79E+01	2.21E+01	2.13E+01	9.78E+00
Sample1617	2.08E+01	2.09E+01	1.46E+01	3.29E+01	6.45E+00
Sample1618	2.19E+01	1.77E+01	4.03E+01	5.80E+01	7.10E+00
Sample1619	3.10E+01	1.71E+01	2.48E+01	4.15E+01	1.67E+01
Sample1620	4.06E+01	4.38E+01	2.16E+01	8.34E+01	4.14E+01
Sample1621	7.70E+00	1.24E+01	1.48E+01	1.28E+01	8.69E+00
Sample1622	2.53E+01	1.66E+01	2.04E+01	2.69E+01	1.07E+01
Sample1623	2.23E+01	1.55E+01	1.37E+01	2.51E+01	1.27E+01
Sample1624	3.29E+01	2.59E+01	2.19E+01	5.06E+01	9.73E+00
Sample1625	1.36E+01	1.46E+01	1.43E+01	1.88E+01	8.73E+00
Sample1626	2.47E+01	1.84E+01	2.41E+01	3.88E+01	1.97E+01
Sample1627	4.23E+01	3.67E+01	1.49E+01	3.85E+01	2.20E+01
Sample1628	3.36E+01	2.26E+01	1.69E+01	3.20E+01	6.72E+00
Sample1629	1.52E+01	1.80E+01	1.32E+01	1.65E+01	3.57E+00
Sample1630	4.33E+01	4.30E+01	8.73E+00	6.44E+01	1.26E+01
Sample1631	3.22E+01	2.29E+01	2.45E+01	2.80E+01	7.76E+00
Sample1632	2.78E+01	2.83E+01	2.44E+01	6.50E+01	2.75E+01
Sample1633	0.00E+00	2.86E+01	2.37E+01	1.89E+01	1.21E+01
Sample1634	1.70E+01	2.05E+01	2.09E+01	2.64E+01	9.92E+00
Sample1635	2.04E+01	1.65E+01	1.15E+01	1.44E+01	1.30E+01
Sample1636	2.07E+01	5.62E+00	1.71E+01	2.38E+01	1.03E+01
Sample1637	2.44E+01	1.99E+01	2.16E+01	4.44E+01	1.75E+01
Sample1638	1.76E+01	1.60E+01	2.11E+01	1.37E+01	1.05E+01
Sample1639	2.24E+01	2.14E+01	3.58E+01	2.81E+01	9.02E+00
Sample1640	1.37E+01	1.71E+01	1.27E+01	1.75E+01	7.16E+00
Sample1641	2.01E+01	1.88E+01	2.22E+01	1.72E+01	5.75E+00
Sample1642	2.94E+01	2.28E+01	1.71E+01	4.56E+01	2.08E+01
Sample1643	1.50E+01	1.35E+01	1.95E+01	2.70E+01	1.48E+01
Sample1644	3.69E+01	2.02E+01	2.02E+01	4.70E+01	1.33E+01
Sample1645	1.69E+01	1.93E+01	3.66E+01	6.17E+01	5.67E+00
Sample1646	1.73E+01	2.03E+01	2.12E+01	1.12E+01	7.05E+00
Sample1647	1.87E+01	2.23E+01	3.34E+01	6.06E+01	2.69E+01
Sample1648	2.75E+01	1.07E+01	1.04E+01	2.01E+01	9.24E+00
Sample1649	3.08E+01	4.00E+01	2.42E+01	5.73E+01	1.43E+01
Sample1650	3.55E+01	2.91E+01	2.72E+01	2.81E+01	8.40E+00
Sample1651	2.15E+01	1.79E+01	1.53E+01	2.10E+01	7.04E+00
Sample1652	2.69E+01	2.58E+01	3.16E+01	7.73E+01	2.78E+01
Sample1653	5.09E+01	3.49E+01	1.50E+01	6.40E+01	9.41E+00
Sample1654	2.62E+01	1.93E+01	2.74E+01	1.64E+01	1.09E+01
Sample1655	2.87E+01	2.38E+01	1.72E+01	2.12E+01	8.71E+00
Sample1656	2.31E+01	2.57E+01	2.77E+01	5.99E+01	2.11E+00
Sample1657	1.17E+01	1.66E+01	1.74E+01	1.38E+01	1.22E+01
Sample1658	1.26E+01	9.27E+00	2.17E+01	2.42E+01	1.02E+01
Sample1659	1.63E+01	1.99E+01	2.29E+01	2.10E+01	1.04E+01
Sample1660	2.20E+01	1.79E+01	2.23E+01	2.67E+01	1.05E+01
Sample1661	1.65E+01	2.42E+01	2.53E+01	2.11E+01	9.19E+00
Sample1662	3.82E+01	2.13E+01	1.34E+01	5.20E+01	1.28E+01
Sample1663	2.13E+01	2.85E+01	2.34E+01	1.24E+01	1.21E+01
Sample1664	1.50E+01	1.99E+01	2.05E+01	1.94E+01	6.48E+00
Sample1665	1.76E+01	1.71E+01	3.41E+01	1.26E+01	1.40E+01
Sample1666	2.69E+01	3.19E+01	1.83E+01	6.24E+01	2.75E+01
Sample1667	3.03E+01	1.52E+01	1.86E+01	2.73E+01	1.66E+01
Sample1668	1.82E+01	1.61E+01	1.10E+01	2.74E+01	9.99E+00
Sample1669	3.38E+01	1.97E+01	1.85E+01	4.72E+01	1.19E+01
Sample1670	2.67E+01	3.70E+01	2.56E+01	5.20E+01	1.24E+01
Sample1671	1.72E+01	1.27E+01	1.42E+01	1.84E+01	8.98E+00
Sample1672	0.00E+00	2.17E+01	2.14E+01	2.01E+01	1.16E+01
Sample1673	2.08E+01	1.62E+01	1.98E+01	1.52E+01	1.13E+01
Sample1674	9.39E+00	1.17E+01	1.78E+01	1.95E+01	8.21E+00
Sample1675	1.58E+01	2.05E+01	1.55E+01	2.75E+01	1.04E+01
Sample1676	2.73E+01	2.03E+01	1.21E+01	3.48E+01	1.14E+01
Sample1677	3.74E+01	2.61E+01	1.65E+01	6.72E+01	1.25E+01
Sample1678	2.09E+01	1.86E+01	1.83E+01	2.29E+01	1.51E+01
Sample1679	3.03E+01	1.65E+01	1.53E+01	2.37E+01	1.21E+01
Sample1680	2.25E+01	1.84E+01	1.93E+01	5.47E+01	2.67E+01
Sample1681	2.61E+01	2.38E+01	2.59E+01	1.96E+01	1.09E+01
Sample1682	2.14E+01	2.58E+01	2.79E+01	1.10E+01	9.81E+00
Sample1683	2.89E+01	2.81E+01	1.26E+01	3.94E+01	1.15E+01
Sample1684	2.36E+01	2.05E+01	3.01E+01	5.43E+01	2.53E+01
Sample1685	3.25E+01	2.06E+01	2.60E+01	2.29E+01	4.28E+00
Sample1686	4.38E+00	4.09E+01	2.65E+01	2.97E+01	9.44E+00
Sample1687	1.31E+01	8.90E+00	1.17E+01	1.24E+01	1.05E+01
Sample1688	8.30E+00	1.64E+01	2.10E+01	1.69E+01	8.16E+00
Sample1689	1.66E+01	1.87E+01	2.07E+01	1.40E+01	8.98E+00
Sample1690	1.65E+01	1.04E+01	2.05E+01	2.46E+01	1.40E+01
Sample1691	1.69E+01	2.68E+01	2.73E+01	2.30E+01	1.24E+01
Sample1692	1.97E+01	1.96E+01	2.44E+01	2.50E+01	1.35E+01
Sample1693	1.45E+01	1.39E+01	1.86E+01	2.02E+01	1.19E+01
Sample1694	4.73E+01	2.81E+01	1.29E+01	5.59E+01	9.57E+00
Sample1695	3.71E+01	2.90E+01	2.11E+01	4.75E+01	7.80E+00
Sample1696	2.88E+01	1.87E+01	1.67E+01	4.26E+01	1.70E+01
Sample1697	9.15E+00	2.35E+01	3.65E+01	1.25E+01	8.36E+00
Sample1698	3.15E+01	3.11E+01	2.24E+01	5.02E+01	2.11E+01
Sample1699	3.65E+01	2.22E+01	1.63E+01	4.03E+01	7.42E+00
Sample1700	2.17E+01	1.58E+01	1.04E+01	1.38E+01	9.59E+00
Sample1701	1.34E+01	1.56E+01	2.62E+01	2.73E+01	1.05E+01
Sample1702	1.37E+01	1.51E+01	1.40E+01	2.95E+01	8.66E+00
Sample1703	1.58E+01	1.86E+01	1.77E+01	1.52E+01	6.12E+00
Sample1704	2.02E+01	1.95E+01	2.48E+01	2.00E+01	1.33E+01
Sample1705	3.87E+01	1.96E+01	2.67E+01	4.75E+01	1.21E+01
Sample1706	1.88E+01	2.99E+01	1.34E+01	4.57E+01	1.56E+01
Sample1707	2.25E+01	1.77E+01	1.16E+01	1.48E+01	1.05E+01
Sample1708	1.75E+01	2.74E+01	3.71E+01	6.02E+01	4.77E+00
Sample1709	1.48E+01	2.41E+01	1.46E+01	1.96E+01	9.37E+00
Sample1710	1.73E+01	1.60E+01	2.77E+01	2.20E+01	5.81E+00
Sample1711	1.64E+01	1.39E+01	1.39E+01	2.53E+01	1.07E+01
Sample1712	1.59E+01	1.73E+01	2.66E+01	3.02E+01	6.27E+00
Sample1713	8.52E+00	1.93E+01	4.19E+01	5.69E+01	8.17E+00
Sample1714	3.51E+01	3.10E+01	1.40E+01	2.87E+01	0.00E+00
